situacao,muninomex
ATIVO,PEDRO GOMES
ATIVO,PONTA PORA
ATIVO,PORTO MURTINHO
ATIVO,RIBAS DO RIO PARDO
ATIVO,RIO BRILHANTE
ATIVO,RIO NEGRO
ATIVO,RIO VERDE DE MATO GROSSO
ATIVO,ROCHEDO
ATIVO,SANTA RITA DO PARDO
ATIVO,SAO GABRIEL DO OESTE
ATIVO,SETE QUEDAS
ATIVO,SELVIRIA
ATIVO,SIDROLANDIA
ATIVO,SONORA
ATIVO,TACURU
ATIVO,TAQUARUSSU
ATIVO,TERENOS
ATIVO,TRES LAGOAS
ATIVO,VICENTINA
IGNOR,MUNICIPIO IGNORADO - MT
ATIVO,ACORIZAL
ATIVO,AGUA BOA
ATIVO,ALTA FLORESTA
ATIVO,ALTO ARAGUAIA
ATIVO,ALTO BOA VISTA
ATIVO,ALTO GARCAS
ATIVO,ALTO PARAGUAI
ATIVO,ALTO TAQUARI
ATIVO,APIACAS
ATIVO,ARAGUAIANA
ATIVO,ARAGUAINHA
ATIVO,ARAPUTANGA
ATIVO,ARENAPOLIS
ATIVO,ARIPUANA
ATIVO,BARAO DE MELGACO
ATIVO,BARRA DO BUGRES
ATIVO,BARRA DO GARCAS
ATIVO,BOM JESUS DO ARAGUAIA
ATIVO,BRASNORTE
ATIVO,CACERES
ATIVO,CAMPINAPOLIS
ATIVO,CAMPO NOVO DO PARECIS
ATIVO,CAMPO VERDE
ATIVO,CAMPOS DE JULIO
ATIVO,CANABRAVA DO NORTE
ATIVO,CANARANA
ATIVO,CARLINDA
ATIVO,CASTANHEIRA
ATIVO,CHAPADA DOS GUIMARAES
ATIVO,CLAUDIA
ATIVO,COCALINHO
ATIVO,COLIDER
ATIVO,COLNIZA
ATIVO,COMODORO
ATIVO,CONFRESA
ATIVO,CONQUISTA D'OESTE
ATIVO,COTRIGUACU
ATIVO,CUIABA
ATIVO,CURVELANDIA
ATIVO,DENISE
ATIVO,DIAMANTINO
ATIVO,DOM AQUINO
ATIVO,FELIZ NATAL
ATIVO,FIGUEIROPOLIS D'OESTE
ATIVO,GAUCHA DO NORTE
ATIVO,GENERAL CARNEIRO
ATIVO,GLORIA D'OESTE
ATIVO,GUARANTA DO NORTE
ATIVO,GUIRATINGA
ATIVO,INDIAVAI
ATIVO,IPIRANGA DO NORTE
ATIVO,ITANHANGA
ATIVO,ITAUBA
ATIVO,ITIQUIRA
ATIVO,JACIARA
ATIVO,JANGADA
ATIVO,JAURU
ATIVO,JUARA
ATIVO,JUINA
ATIVO,JURUENA
ATIVO,JUSCIMEIRA
ATIVO,LAMBARI D'OESTE
ATIVO,LUCAS DO RIO VERDE
ATIVO,LUCIARA
ATIVO,VILA BELA DA SANTISSIMA TRINDADE
ATIVO,MARCELANDIA
ATIVO,MATUPA
ATIVO,MIRASSOL D'OESTE
ATIVO,NOBRES
ATIVO,NORTELANDIA
ATIVO,NOSSA SENHORA DO LIVRAMENTO
ATIVO,NOVA BANDEIRANTES
ATIVO,NOVA NAZARE
ATIVO,NOVA LACERDA
ATIVO,NOVA SANTA HELENA
ATIVO,NOVA BRASILANDIA
ATIVO,NOVA CANAA DO NORTE
ATIVO,NOVA MUTUM
ATIVO,NOVA OLIMPIA
ATIVO,NOVA UBIRATA
ATIVO,NOVA XAVANTINA
ATIVO,NOVO MUNDO
ATIVO,NOVO HORIZONTE DO NORTE
ATIVO,NOVO SAO JOAQUIM
ATIVO,PARANAITA
ATIVO,PARANATINGA
ATIVO,NOVO SANTO ANTONIO
ATIVO,PEDRA PRETA
ATIVO,PEIXOTO DE AZEVEDO
ATIVO,PLANALTO DA SERRA
ATIVO,POCONE
ATIVO,PONTAL DO ARAGUAIA
ATIVO,PONTE BRANCA
ATIVO,PONTES E LACERDA
ATIVO,PORTO ALEGRE DO NORTE
ATIVO,PORTO DOS GAUCHOS
ATIVO,PORTO ESPERIDIAO
ATIVO,PORTO ESTRELA
ATIVO,POXOREO
ATIVO,PRIMAVERA DO LESTE
ATIVO,QUERENCIA
ATIVO,SAO JOSE DOS QUATRO MARCOS
ATIVO,RESERVA DO CABACAL
ATIVO,RIBEIRAO CASCALHEIRA
ATIVO,RIBEIRAOZINHO
ATIVO,RIO BRANCO
ATIVO,SANTA CARMEM
ATIVO,SANTO AFONSO
ATIVO,SAO JOSE DO POVO
ATIVO,SAO JOSE DO RIO CLARO
ATIVO,SAO JOSE DO XINGU
ATIVO,SAO PEDRO DA CIPA
ATIVO,RONDOLANDIA
ATIVO,RONDONOPOLIS
ATIVO,ROSARIO OESTE
ATIVO,SANTA CRUZ DO XINGU
ATIVO,SALTO DO CEU
ATIVO,SANTA RITA DO TRIVELATO
ATIVO,SANTA TEREZINHA
ATIVO,SANTO ANTONIO DO LESTE
ATIVO,SANTO ANTONIO DO LEVERGER
ATIVO,SAO FELIX DO ARAGUAIA
ATIVO,SAPEZAL
ATIVO,SERRA NOVA DOURADA
ATIVO,SINOP
ATIVO,SORRISO
ATIVO,TABAPORA
ATIVO,TANGARA DA SERRA
ATIVO,TAPURAH
ATIVO,TERRA NOVA DO NORTE
ATIVO,TESOURO
ATIVO,TORIXOREU
ATIVO,UNIAO DO SUL
ATIVO,VALE DE SAO DOMINGOS
ATIVO,VARZEA GRANDE
ATIVO,VERA
ATIVO,VILA RICA
ATIVO,NOVA GUARITA
ATIVO,NOVA MARILANDIA
ATIVO,NOVA MARINGA
ATIVO,NOVA MONTE VERDE
IGNOR,MUNICIPIO IGNORADO - GO
ATIVO,ABADIA DE GOIAS
ATIVO,ABADIANIA
ATIVO,ACREUNA
ATIVO,ADELANDIA
ATIVO,AGUA FRIA DE GOIAS
ATIVO,AGUA LIMPA
ATIVO,AGUAS LINDAS DE GOIAS
ATIVO,ALEXANIA
TRANS,ALMAS (TRANSF. P/TO)
ATIVO,ALOANDIA
ATIVO,ALTO HORIZONTE
ATIVO,ALTO PARAISO DE GOIAS
TRANS,ALVORADA (TRANSF. P/TO)
ATIVO,ALVORADA DO NORTE
ATIVO,AMARALINA
ATIVO,AMERICANO DO BRASIL
ATIVO,AMORINOPOLIS
TRANS,ANANAS (TRANSF. P/TO)
ATIVO,ANAPOLIS
ATIVO,ANHANGUERA
ATIVO,ANICUNS
ATIVO,APARECIDA DE GOIANIA
ATIVO,APARECIDA DO RIO DOCE
ATIVO,APORE
ATIVO,ARACU
ATIVO,ARAGARCAS
ATIVO,ARAGOIANIA
TRANS,ARAGUACEMA (TRANSF. P/TO)
TRANS,ARAGUACU (TRANSF. P/TO)
TRANS,ARAGUAINA (TRANSF. P/TO)
ATIVO,ARAGUAPAZ
TRANS,ARAGUATINS (TRANSF. P/TO)
TRANS,ARAPOEMA (TRANSF. P/TO)
ATIVO,ARENOPOLIS
TRANS,ARRAIAS (TRANSF. P/TO)
ATIVO,ARUANA
TRANS,AUGUSTINOPOLIS (TRANSF. P/TO)
ATIVO,AURILANDIA
TRANS,AURORA DO NORTE (TRANSF. P/TO)
ATIVO,AVELINOPOLIS
TRANS,AXIXA DE GOIAS (TRANSF. P/TO)
TRANS,BABACULANDIA (TRANSF. P/TO)
ATIVO,BALIZA
ATIVO,BARRO ALTO
ATIVO,BELA VISTA DE GOIAS
ATIVO,BOM JARDIM DE GOIAS
ATIVO,BOM JESUS DE GOIAS
ATIVO,BONFINOPOLIS
ATIVO,BONOPOLIS
ATIVO,BRAZABRANTES
TRANS,BREJINHO DE NAZARE (TRANSF. P/TO)
ATIVO,BRITANIA
ATIVO,BURITI ALEGRE
ATIVO,BURITI DE GOIAS
ATIVO,BURITINOPOLIS
ATIVO,CABECEIRAS
ATIVO,CACHOEIRA ALTA
ATIVO,CACHOEIRA DE GOIAS
ATIVO,CACHOEIRA DOURADA
ATIVO,CACU
ATIVO,CAIAPONIA
ATIVO,CALDAS NOVAS
ATIVO,CALDAZINHA
ATIVO,CAMPESTRE DE GOIAS
ATIVO,CAMPINACU
ATIVO,CAMPINORTE
ATIVO,CAMPO ALEGRE DE GOIAS
ATIVO,CAMPO LIMPO DE GOIAS
ATIVO,CAMPOS BELOS
ATIVO,CAMPOS VERDES
ATIVO,CARMO DO RIO VERDE
ATIVO,CASTELANDIA
ATIVO,CATALAO
ATIVO,CATURAI
ATIVO,CAVALCANTE
ATIVO,CERES
ATIVO,CEZARINA
ATIVO,CHAPADAO DO CEU
ATIVO,CIDADE OCIDENTAL
TRANS,COLINAS DE GOIAS (TRANSF. P/TO)
ATIVO,COCALZINHO DE GOIAS
ATIVO,COLINAS DO SUL
TRANS,CONCEICAO DO NORTE (TRANSF. P/TO)
ATIVO,CORREGO DO OURO
ATIVO,CORUMBA DE GOIAS
ATIVO,CORUMBAIBA
TRANS,COUTO DE MAGALHAES (TRANSF. P/TO)
TRANS,CRISTALANDIA (TRANSF. P/TO)
ATIVO,CRISTALINA
ATIVO,CRISTIANOPOLIS
ATIVO,CRIXAS
ATIVO,CROMINIA
ATIVO,CUMARI
ATIVO,DAMIANOPOLIS
ATIVO,DAMOLANDIA
ATIVO,DAVINOPOLIS
TRANS,DIANOPOLIS (TRANSF. P/TO)
ATIVO,DIORAMA
TRANS,DOIS IRMAOS (TRANSF. P/TO)
ATIVO,DOVERLANDIA
TRANS,DUERE (TRANSF. P/TO)
ATIVO,EDEALINA
ATIVO,EDEIA
ATIVO,ESTRELA DO NORTE
ATIVO,FAINA
TRANS,FATIMA (TRANSF. P/TO)
ATIVO,FAZENDA NOVA
TRANS,FIGUEIROPOLIS (TRANSF. P/TO)
TRANS,FILADELFIA (TRANSF. P/TO)
ATIVO,FIRMINOPOLIS
ATIVO,FLORES DE GOIAS
ATIVO,FORMOSA
ATIVO,FORMOSO
ATIVO,GAMELEIRA DE GOIAS
TRANS,FORMOSO DO ARAGUAIA (TRANSF. P/TO)
ATIVO,DIVINOPOLIS DE GOIAS
ATIVO,GOIANAPOLIS
ATIVO,GOIANDIRA
ATIVO,GOIANESIA
ATIVO,GOIANIA
ATIVO,GOIANIRA
ATIVO,GOIAS
TRANS,GOIATINS (TRANSF. P/TO)
ATIVO,GOIATUBA
ATIVO,GOUVELANDIA
ATIVO,GUAPO
ATIVO,GUARAITA
TRANS,GUARAI (TRANSF. P/TO)
ATIVO,GUARANI DE GOIAS
ATIVO,GUARINOS
TRANS,GURUPI (TRANSF. P/TO)
ATIVO,HEITORAI
ATIVO,HIDROLANDIA
ATIVO,HIDROLINA
ATIVO,IACIARA
ATIVO,INACIOLANDIA
ATIVO,INDIARA
ATIVO,INHUMAS
ATIVO,IPAMERI
ATIVO,IPIRANGA DE GOIAS
ATIVO,IPORA
ATIVO,ISRAELANDIA
ATIVO,ITABERAI
TRANS,ITACAJA (TRANSF. P/TO)
ATIVO,ITAGUARI
ATIVO,ITAGUARU
TRANS,ITAGUATINS (TRANSF. P/TO)
ATIVO,ITAJA
ATIVO,ITAPACI
ATIVO,ITAPIRAPUA
TRANS,ITAPORA DE GOIAS (TRANSF. P/TO)
ATIVO,ITAPURANGA
ATIVO,ITARUMA
ATIVO,ITAUCU
ATIVO,ITUMBIARA
ATIVO,IVOLANDIA
ATIVO,JANDAIA
ATIVO,JARAGUA
ATIVO,JATAI
ATIVO,JAUPACI
ATIVO,JESUPOLIS
ATIVO,JOVIANIA
ATIVO,JUSSARA
ATIVO,LAGOA SANTA
ATIVO,LEOPOLDO DE BULHOES
TRANS,LIZARDA (TRANSF. P/TO)
ATIVO,LUZIANIA
ATIVO,MAIRIPOTABA
ATIVO,MAMBAI
ATIVO,MARA ROSA
ATIVO,MARZAGAO
ATIVO,MATRINCHA
ATIVO,MAURILANDIA
ATIVO,MIMOSO DE GOIAS
ATIVO,MINACU
ATIVO,MINEIROS
TRANS,MIRACEMA DO NORTE (TRANSF. P/TO)
TRANS,MIRANORTE (TRANSF. P/TO)
ATIVO,MOIPORA
ATIVO,MONTE ALEGRE DE GOIAS
TRANS,MONTE DO CARMO (TRANSF. P/TO)
ATIVO,MONTES CLAROS DE GOIAS
ATIVO,MONTIVIDIU
ATIVO,MONTIVIDIU DO NORTE
ATIVO,MORRINHOS
ATIVO,MORRO AGUDO DE GOIAS
ATIVO,MOSSAMEDES
ATIVO,MOZARLANDIA
ATIVO,MUNDO NOVO
ATIVO,MUTUNOPOLIS
TRANS,NATIVIDADE (TRANSF. P/TO)
TRANS,NAZARE (TRANSF. P/TO)
ATIVO,NAZARIO
ATIVO,NEROPOLIS
ATIVO,NIQUELANDIA
ATIVO,NOVA AMERICA
ATIVO,NOVA AURORA
ATIVO,NOVA CRIXAS
ATIVO,NOVA GLORIA
ATIVO,NOVA IGUACU DE GOIAS
TRANS,NOVA OLINDA (TRANSF. P/TO)
ATIVO,NOVA ROMA
ATIVO,NOVA VENEZA
TRANS,NOVO ACORDO (TRANSF. P/TO)
ATIVO,NOVO BRASIL
ATIVO,NOVO GAMA
ATIVO,NOVO PLANALTO
ATIVO,ORIZONA
ATIVO,OURO VERDE DE GOIAS
ATIVO,OUVIDOR
ATIVO,PADRE BERNARDO
ATIVO,PALESTINA DE GOIAS
ATIVO,PALMEIRAS DE GOIAS
TRANS,PALMEIROPOLIS (TRANSF. P/TO)
ATIVO,PALMELO
ATIVO,PALMINOPOLIS
ATIVO,PANAMA
TRANS,PARAISO DO NORTE DE GOIAS (TRANSF. P/TO)
TRANS,PARANA (TRANSF. P/TO)
ATIVO,PARANAIGUARA
ATIVO,PARAUNA
ATIVO,PEROLANDIA
TRANS,PEDRO AFONSO (TRANSF. P/TO)
TRANS,PEIXE (TRANSF. P/TO)
TRANS,COLMEIA (TRANSF. P/TO)
ATIVO,PETROLINA DE GOIAS
ATIVO,PILAR DE GOIAS
TRANS,PINDORAMA DE GOIAS (TRANSF. P/TO)
ATIVO,PIRACANJUBA
ATIVO,PIRANHAS
ATIVO,PIRENOPOLIS
ATIVO,PIRES DO RIO
TRANS,PIUM (TRANSF. P/TO)
ATIVO,PLANALTINA
ATIVO,PONTALINA
TRANS,PONTE ALTA DO BOM JESUS (TRANSF. P/TO)
TRANS,PONTE ALTA DO NORTE (TRANSF. P/TO)
ATIVO,PORANGATU
ATIVO,PORTEIRAO
ATIVO,PORTELANDIA
TRANS,PORTO NACIONAL (TRANSF. P/TO)
ATIVO,POSSE
ATIVO,PROFESSOR JAMIL
TRANS,PRESIDENTE KENNEDY (TRANSF. P/TO)
ATIVO,QUIRINOPOLIS
ATIVO,RIALMA
ATIVO,RIANAPOLIS
TRANS,RIO SONO (TRANSF. P/TO)
ATIVO,RIO QUENTE
ATIVO,RIO VERDE
ATIVO,RUBIATABA
ATIVO,SANCLERLANDIA
ATIVO,SANTA BARBARA DE GOIAS
ATIVO,SANTA CRUZ DE GOIAS
ATIVO,SANTA FE DE GOIAS
ATIVO,SANTA HELENA DE GOIAS
ATIVO,SANTA ISABEL
ATIVO,SANTA RITA DO ARAGUAIA
ATIVO,SANTA RITA DO NOVO DESTINO
ATIVO,SANTA ROSA DE GOIAS
ATIVO,SANTA TEREZA DE GOIAS
ATIVO,SANTA TEREZINHA DE GOIAS
ATIVO,SANTO ANTONIO DA BARRA
ATIVO,SANTO ANTONIO DE GOIAS
ATIVO,SANTO ANTONIO DO DESCOBERTO
ATIVO,SAO DOMINGOS
ATIVO,SAO FRANCISCO DE GOIAS
ATIVO,SAO JOAO D'ALIANCA
ATIVO,SAO JOAO DA PARAUNA
ATIVO,SAO LUIS DE MONTES BELOS
ATIVO,SAO LUIZ DO NORTE
ATIVO,SAO MIGUEL DO ARAGUAIA
ATIVO,SAO MIGUEL DO PASSA QUATRO
ATIVO,SAO PATRICIO
TRANS,SAO SEBASTIAO DO TOCANTINS (TRANSF. P/TO)
ATIVO,SAO SIMAO
ATIVO,SENADOR CANEDO
ATIVO,SERRANOPOLIS
ATIVO,SILVANIA
TRANS,SILVANOPOLIS (TRANSF. P/TO)
ATIVO,SIMOLANDIA
ATIVO,SITIO D'ABADIA
TRANS,SITIO NOVO DE GOIAS (TRANSF. P/TO)
TRANS,TAGUATINGA (TRANSF. P/TO)
ATIVO,TAQUARAL DE GOIAS
ATIVO,TERESINA DE GOIAS
TRANS,TOCANTINIA (TRANSF. P/TO)
ATIVO,TEREZOPOLIS DE GOIAS
TRANS,TOCANTINOPOLIS (TRANSF. P/TO)
ATIVO,TRES RANCHOS
ATIVO,TRINDADE
ATIVO,TROMBAS
ATIVO,TURVANIA
ATIVO,TURVELANDIA
ATIVO,UIRAPURU
ATIVO,URUACU
ATIVO,URUANA
ATIVO,URUTAI
ATIVO,VALPARAISO DE GOIAS
ATIVO,VARJAO
ATIVO,VIANOPOLIS
ATIVO,VICENTINOPOLIS
TRANS,WANDERLANDIA (TRANSF. P/TO)
TRANS,XAMBIOA (TRANSF. P/TO)
ATIVO,VILA BOA
ATIVO,VILA PROPICIO
ATIVO,BRASILIA
